customer_id,age,gender,country,device,traffic_source,session_duration,pages_viewed,previous_orders,experiment_group,purchase_prob,purchased
1036,34,Male,Canada,Mobile,Organic,6.94,10,1,B,0.407,False
1037,35,Female,India,Mobile,Ads,10.68,22,0,A,0.417,False
1038,47,Female,India,Mobile,Ads,13.28,27,2,B,0.586,True
1039,24,Female,Canada,Mobile,Organic,13.65,32,2,A,0.556,True
1040,29,Female,USA,Mobile,Organic,13.72,28,0,B,0.535,True
1041,28,Male,India,Mobile,Social,12.39,24,1,B,0.532,True
1042,35,Male,Canada,Mobile,Social,8.1,13,2,A,0.406,True
1043,27,Female,Germany,Desktop,Organic,14.84,34,2,B,0.636,False
1044,54,Female,USA,Mobile,Organic,12.05,26,3,B,0.599,True
1045,50,Male,UK,Mobile,Email,7.7,15,3,B,0.5,False
1046,56,Female,USA,Desktop,Organic,11.4,22,2,B,0.542,False
1047,19,Male,India,Mobile,Organic,13.52,25,2,B,0.578,True
1048,59,Female,Canada,Mobile,Organic,9.09,21,0,B,0.454,True
1049,30,Male,UK,Desktop,Email,11.32,18,0,A,0.403,False
1050,20,Female,India,Mobile,Social,12.67,30,1,A,0.507,False
1051,31,Female,USA,Mobile,Social,8.74,15,0,A,0.362,False
1052,22,Male,UK,Mobile,Email,15.78,26,2,A,0.548,True
1053,63,Male,Canada,Mobile,Ads,11.42,20,1,B,0.502,True
1054,57,Male,UK,Mobile,Ads,6.52,11,1,B,0.408,False
1055,38,Female,Canada,Mobile,Ads,11.94,24,1,B,0.527,False
1056,28,Female,Australia,Mobile,Email,10.41,17,3,B,0.537,True
1057,20,Male,Germany,Other,Organic,13.13,31,3,B,0.634,False
1058,20,Female,USA,Mobile,Email,14.85,26,3,B,0.627,True
1059,28,Female,India,Mobile,Ads,14.62,34,1,B,0.604,True
1060,28,Female,India,Mobile,Social,9.59,24,1,A,0.446,True
1061,36,Female,India,Mobile,Organic,13.41,33,3,B,0.647,True
1062,38,Female,Australia,Desktop,Organic,10.18,17,1,B,0.475,True
1063,42,Male,India,Mobile,Organic,13.36,21,2,A,0.499,False
1064,22,Female,India,Mobile,Ads,15.88,26,1,A,0.519,True
1065,47,Female,India,Mobile,Organic,14.76,27,0,A,0.483,True
1066,36,Female,USA,Desktop,Ads,13.5,28,2,B,0.593,True
1067,36,Male,Australia,Mobile,Ads,7.02,14,3,A,0.43,False
1068,50,Female,India,Mobile,Ads,11.0,26,3,A,0.53,True
1069,63,Female,UK,Desktop,Organic,12.39,20,1,A,0.454,True
1070,25,Female,Canada,Desktop,Email,17.59,39,2,B,0.689,True
1071,32,Male,Canada,Mobile,Organic,9.63,18,0,A,0.386,False
1072,63,Male,Germany,Desktop,Organic,10.99,17,0,A,0.395,False
1073,34,Male,India,Mobile,Ads,7.34,13,2,A,0.398,True
1074,56,Female,Australia,Mobile,Organic,7.35,18,4,A,0.483,False
1075,42,Male,India,Mobile,Ads,9.28,20,1,A,0.423,False
1076,21,Female,India,Desktop,Ads,14.94,29,1,A,0.524,True
1077,24,Female,Australia,Desktop,Organic,18.03,29,4,A,0.645,False
1078,55,Female,UK,Mobile,Organic,7.01,12,2,A,0.39,False
1079,40,Male,India,Desktop,Ads,11.49,23,2,B,0.548,False
1080,56,Male,India,Other,Organic,9.75,19,3,B,0.541,True
1081,24,Male,India,Mobile,Organic,10.77,20,3,A,0.498,True
1082,37,Female,USA,Mobile,Email,10.21,17,0,B,0.445,False
1083,44,Female,USA,Desktop,Social,15.15,36,2,B,0.65,False
1084,37,Female,India,Mobile,Organic,14.57,23,5,B,0.669,True
1085,52,Female,India,Mobile,Ads,14.58,22,4,A,0.576,True
1086,55,Female,India,Mobile,Social,10.43,18,2,B,0.512,True
1087,24,Female,India,Mobile,Ads,15.19,37,3,A,0.627,True
1088,55,Male,USA,Desktop,Organic,7.76,18,1,A,0.398,False
1089,36,Male,Canada,Mobile,Ads,10.63,17,2,B,0.509,True
1090,55,Female,USA,Desktop,Ads,13.03,31,1,B,0.573,False
1091,34,Male,India,Mobile,Ads,12.72,27,2,A,0.522,True
1092,42,Male,USA,Desktop,Organic,5.92,12,3,A,0.409,True
1093,20,Male,India,Mobile,Organic,8.5,15,0,B,0.418,True
1094,48,Female,UK,Mobile,Social,10.01,21,1,A,0.435,True
1095,29,Female,India,Mobile,Ads,14.73,34,1,B,0.605,True
1096,44,Female,Germany,Mobile,Ads,13.21,20,1,A,0.462,True
1097,43,Male,India,Mobile,Ads,10.01,23,1,B,0.503,False
1098,49,Female,India,Desktop,Ads,8.82,19,4,A,0.503,True
1099,19,Male,USA,Desktop,Email,11.87,27,1,B,0.542,False
1100,20,Male,India,Mobile,Organic,13.01,29,0,B,0.533,True
1101,46,Female,Canada,Mobile,Organic,11.62,24,1,A,0.466,False
1102,58,Male,India,Mobile,Ads,9.39,19,2,A,0.449,False
1103,45,Male,India,Mobile,Ads,12.13,29,3,A,0.556,True
1104,35,Female,India,Mobile,Email,15.19,29,3,A,0.587,True
1105,47,Female,India,Mobile,Ads,12.95,19,1,B,0.512,True
1106,34,Male,India,Mobile,Ads,11.65,18,2,A,0.467,False
1107,56,Female,India,Mobile,Social,6.69,11,3,A,0.412,True
1108,22,Male,India,Other,Organic,14.49,25,2,B,0.588,False
1109,55,Female,India,Other,Ads,10.28,23,1,A,0.448,True
1110,25,Female,India,Mobile,Organic,8.86,14,0,A,0.359,False
1111,45,Female,Australia,Mobile,Email,10.11,18,1,B,0.479,True
1112,42,Female,India,Mobile,Organic,12.86,19,0,A,0.424,False
1113,20,Female,India,Mobile,Ads,14.49,35,1,B,0.608,True
1114,29,Male,Australia,Other,Email,11.81,25,1,A,0.473,True
1115,35,Female,Germany,Mobile,Email,9.92,20,3,B,0.547,False
1116,51,Male,UK,Desktop,Organic,10.48,21,1,B,0.498,True
1117,54,Male,India,Desktop,Ads,7.33,16,2,B,0.471,False
1118,18,Female,India,Mobile,Social,8.73,17,1,B,0.46,True
1119,44,Male,Canada,Desktop,Organic,11.7,24,0,A,0.437,False
1120,62,Male,USA,Mobile,Organic,11.86,18,4,B,0.587,False
1121,29,Female,India,Mobile,Ads,11.79,26,0,A,0.448,True
1122,39,Female,Australia,Mobile,Organic,13.67,21,1,A,0.472,False
1123,22,Female,UK,Mobile,Social,12.16,19,2,B,0.535,True
1124,26,Female,Australia,Mobile,Email,17.2,34,3,B,0.69,True
1125,18,Male,India,Mobile,Social,12.53,29,4,B,0.648,True
1126,39,Female,India,Mobile,Email,10.15,24,1,B,0.51,False
1127,21,Female,India,Other,Social,12.02,20,1,A,0.45,True
1128,56,Female,India,Mobile,Social,10.23,22,3,A,0.502,True
1129,39,Male,USA,Mobile,Organic,10.98,24,5,A,0.58,True
1130,55,Female,UK,Mobile,Organic,13.87,31,4,A,0.614,False
1131,57,Male,India,Mobile,Email,6.4,13,2,A,0.389,False
1132,33,Male,India,Mobile,Organic,8.96,21,1,A,0.425,False
1133,36,Female,Australia,Desktop,Organic,11.21,19,2,A,0.467,False
1134,57,Male,UK,Desktop,Email,10.06,19,1,A,0.426,False
1135,56,Female,USA,Desktop,Ads,11.37,25,1,A,0.469,False
1136,53,Male,UK,Mobile,Email,10.45,15,0,A,0.379,True
1137,38,Female,Canada,Mobile,Organic,12.1,22,1,B,0.519,True
1138,54,Male,UK,Other,Email,10.26,24,1,B,0.511,True
1139,54,Female,Germany,Mobile,Organic,10.06,22,3,A,0.501,False
1140,21,Male,Germany,Desktop,Organic,15.24,23,3,A,0.557,True
1141,56,Female,India,Desktop,Organic,11.46,18,1,B,0.493,True
1142,58,Male,USA,Mobile,Social,12.34,28,1,A,0.493,False
1143,41,Female,India,Mobile,Organic,15.04,25,3,A,0.565,True
1144,25,Male,UK,Mobile,Organic,12.16,19,3,B,0.565,True
1145,28,Male,India,Mobile,Organic,14.15,33,3,A,0.597,True
1146,20,Female,USA,Desktop,Email,13.75,27,1,B,0.561,False
1147,46,Female,Germany,Mobile,Organic,9.64,23,0,A,0.411,True
1148,57,Male,USA,Desktop,Email,10.64,24,2,A,0.486,True
1149,36,Male,UK,Desktop,Ads,7.04,13,6,A,0.515,True
1150,37,Female,Australia,Mobile,Ads,12.4,29,3,A,0.559,True
1151,60,Male,India,Mobile,Ads,4.64,8,1,A,0.316,False
1152,35,Female,Australia,Mobile,Ads,15.05,32,3,A,0.601,True
1153,20,Female,Australia,Desktop,Email,14.4,35,1,B,0.607,False
1154,33,Female,India,Mobile,Social,9.02,21,1,A,0.425,False
1155,44,Female,UK,Mobile,Organic,9.14,16,3,A,0.461,False
1156,40,Male,Germany,Mobile,Organic,8.41,16,3,A,0.454,False
1157,56,Male,USA,Desktop,Organic,7.15,11,1,B,0.414,False
1158,52,Female,Germany,Desktop,Ads,7.75,16,4,B,0.536,False
1159,44,Male,USA,Desktop,Ads,8.84,15,1,B,0.451,True
1160,19,Female,India,Desktop,Ads,13.04,21,3,A,0.525,False
1161,21,Female,Canada,Desktop,Organic,13.62,30,3,B,0.634,True
1162,57,Female,India,Mobile,Social,9.09,15,1,A,0.396,False
1163,51,Female,India,Other,Ads,9.04,18,3,A,0.47,True
1164,32,Female,USA,Mobile,Social,14.56,32,1,A,0.536,False
1165,46,Female,India,Mobile,Organic,10.96,17,4,B,0.573,True
1166,52,Male,India,Mobile,Email,13.55,29,1,B,0.569,True
1167,55,Male,Germany,Mobile,Ads,10.45,24,1,A,0.454,False
1168,33,Female,India,Mobile,Organic,12.86,30,2,A,0.539,False
1169,39,Female,Germany,Mobile,Email,10.95,21,1,B,0.502,False
1170,39,Female,USA,Desktop,Email,13.0,30,4,B,0.658,False
1171,39,Male,Canada,Mobile,Organic,8.76,21,1,B,0.481,True
1172,51,Male,Germany,Desktop,Social,13.43,33,3,B,0.647,True
1173,38,Female,India,Mobile,Email,7.97,16,1,B,0.448,False
1174,46,Female,Germany,Mobile,Ads,12.09,22,5,A,0.581,False
1175,18,Male,India,Desktop,Organic,12.55,26,1,B,0.543,True
1176,37,Male,USA,Mobile,Organic,7.45,15,2,A,0.409,False
1177,27,Female,India,Other,Ads,15.03,28,0,A,0.49,False
1178,47,Male,India,Mobile,Organic,7.51,18,1,B,0.453,False
1179,28,Female,USA,Mobile,Email,17.18,32,1,B,0.62,True
1180,28,Female,Germany,Other,Email,15.29,38,1,A,0.573,True
1181,29,Male,USA,Mobile,Organic,14.16,21,5,A,0.597,False
1182,42,Female,USA,Mobile,Ads,8.61,16,0,B,0.424,False
1183,50,Male,USA,Mobile,Organic,11.8,26,3,A,0.538,True
1184,45,Male,Australia,Desktop,Email,7.1,13,0,B,0.394,True
1185,19,Male,USA,Desktop,Organic,10.13,15,2,B,0.494,False
1186,38,Female,India,Mobile,Organic,11.93,23,1,B,0.522,False
1187,25,Male,Germany,Mobile,Ads,16.71,31,2,B,0.64,False
1188,49,Female,India,Mobile,Ads,10.39,25,2,B,0.547,False
1189,40,Male,India,Other,Organic,6.23,13,2,B,0.445,False
1190,46,Female,India,Mobile,Ads,15.43,27,0,A,0.489,True
1191,44,Male,USA,Mobile,Organic,12.48,25,1,A,0.48,False
1192,32,Female,UK,Desktop,Email,16.15,36,0,B,0.599,True
1193,63,Male,India,Mobile,Social,7.99,16,1,A,0.39,False
1194,26,Male,India,Mobile,Organic,8.06,15,0,A,0.356,False
1195,22,Male,USA,Desktop,Social,15.64,31,3,A,0.601,False
1196,61,Female,India,Mobile,Ads,12.4,28,4,A,0.584,False
1197,39,Male,India,Mobile,Ads,8.06,12,2,B,0.459,False
1198,18,Female,India,Mobile,Social,18.13,37,1,A,0.596,True
1199,26,Female,Australia,Mobile,Organic,11.85,17,2,A,0.464,True
1200,23,Male,UK,Mobile,Ads,12.96,27,2,A,0.525,False
1201,43,Female,USA,Mobile,Email,13.08,30,0,B,0.539,True
1202,25,Male,Canada,Desktop,Organic,11.93,18,4,B,0.587,True
1203,26,Female,UK,Desktop,Organic,15.36,36,3,B,0.682,True
1204,25,Male,India,Mobile,Ads,13.15,24,2,B,0.569,True
1205,34,Female,Germany,Mobile,Email,13.54,28,1,B,0.563,True
1206,29,Female,Canada,Mobile,Email,18.62,41,0,A,0.591,True
1207,40,Male,UK,Mobile,Organic,8.74,18,1,B,0.465,True
1208,56,Female,India,Mobile,Organic,12.49,25,1,A,0.48,True
1209,24,Female,USA,Other,Email,14.2,28,1,A,0.512,False
1210,37,Female,Australia,Mobile,Organic,12.43,29,6,A,0.649,False
1211,63,Male,Australia,Mobile,Organic,10.47,17,3,A,0.48,False
1212,19,Male,Canada,Mobile,Organic,10.44,18,1,A,0.424,False
1213,63,Female,India,Mobile,Social,11.09,19,3,B,0.554,False
1214,36,Female,Canada,Desktop,Organic,8.95,19,2,A,0.444,False
1215,39,Female,Canada,Desktop,Organic,11.46,18,4,B,0.583,False
1216,52,Female,USA,Other,Social,8.24,19,3,B,0.525,False
1217,59,Female,India,Mobile,Ads,13.59,26,2,A,0.526,False
1218,21,Female,Australia,Desktop,Organic,12.59,21,2,A,0.491,True
1219,35,Male,India,Other,Ads,10.19,21,2,B,0.525,True
1220,63,Male,Canada,Desktop,Email,8.17,19,3,B,0.525,True
1221,39,Female,USA,Desktop,Email,11.65,18,0,B,0.464,True
1222,60,Female,USA,Mobile,Organic,11.22,19,1,A,0.437,True
1223,40,Female,Germany,Desktop,Organic,11.46,27,1,B,0.538,False
1224,49,Male,USA,Desktop,Organic,11.71,23,1,B,0.52,True
1225,54,Female,Australia,Mobile,Organic,11.43,19,1,B,0.497,False
1226,42,Male,Canada,Other,Organic,13.09,24,4,B,0.629,True
1227,23,Female,India,Other,Organic,15.58,29,1,A,0.531,False
1228,58,Male,UK,Mobile,Email,10.56,18,2,A,0.456,True
1229,22,Female,Germany,Desktop,Social,14.07,31,3,A,0.586,False
1230,24,Female,India,Mobile,Ads,12.93,23,1,B,0.532,False
1231,58,Female,India,Mobile,Ads,17.78,44,4,B,0.776,False
1232,54,Male,India,Mobile,Ads,9.41,15,1,A,0.399,False
1233,59,Male,USA,Desktop,Organic,13.53,30,2,A,0.545,True
1234,25,Female,India,Mobile,Ads,12.87,27,5,A,0.614,True
1235,57,Female,USA,Mobile,Email,10.97,19,1,A,0.435,False
1236,45,Male,India,Mobile,Organic,10.92,20,4,A,0.529,False
1237,56,Male,Australia,Mobile,Organic,11.54,21,3,A,0.51,False
1238,36,Female,USA,Desktop,Organic,13.75,22,0,A,0.447,True
1239,61,Male,India,Mobile,Ads,5.97,10,2,A,0.37,True
1240,52,Male,Australia,Other,Organic,10.96,20,1,A,0.44,True
1241,25,Male,India,Other,Email,15.04,33,3,B,0.663,False
1242,46,Male,India,Mobile,Email,10.09,24,5,A,0.571,False
1243,23,Female,Canada,Mobile,Email,15.55,39,3,B,0.699,False
1244,58,Female,Australia,Mobile,Email,9.49,15,7,B,0.638,True
1245,30,Female,Australia,Desktop,Social,11.03,22,4,A,0.54,False
1246,49,Female,India,Other,Ads,10.96,23,0,A,0.425,False
1247,34,Female,UK,Mobile,Ads,14.5,28,3,A,0.575,True
1248,55,Female,Germany,Other,Ads,7.97,18,5,B,0.578,True
1249,34,Male,USA,Other,Organic,9.47,15,5,A,0.52,False
1250,53,Male,Germany,Desktop,Organic,10.01,16,0,B,0.438,False
1251,54,Female,India,Mobile,Ads,14.03,26,0,A,0.47,False
1252,41,Female,Canada,Desktop,Organic,12.13,27,3,A,0.546,True
1253,39,Female,India,Mobile,Social,9.47,15,0,B,0.428,True
1254,42,Male,Canada,Desktop,Organic,10.76,25,2,A,0.493,True
1255,63,Female,India,Mobile,Ads,13.31,24,3,B,0.601,False
1256,57,Male,India,Mobile,Email,10.8,24,4,B,0.606,True
1257,62,Male,India,Mobile,Social,10.77,24,2,B,0.546,False
1258,21,Female,India,Mobile,Ads,10.58,19,3,A,0.491,False
1259,60,Male,Canada,Mobile,Ads,9.75,17,1,A,0.413,False
1260,36,Female,USA,Other,Email,13.68,27,3,B,0.62,True
1261,40,Male,Australia,Mobile,Email,11.16,22,0,B,0.48,True
1262,49,Female,Canada,Mobile,Organic,11.0,16,1,A,0.42,True
1263,20,Female,USA,Mobile,Organic,12.96,21,2,A,0.495,True
1264,52,Female,India,Mobile,Organic,10.27,18,5,B,0.601,True
1265,31,Female,India,Mobile,Social,13.31,25,1,B,0.546,False
1266,59,Female,India,Mobile,Organic,7.36,18,4,A,0.484,False
1267,36,Female,India,Mobile,Organic,7.2,12,1,A,0.362,True
1268,42,Male,Germany,Mobile,Social,8.01,18,2,B,0.488,True
1269,40,Male,India,Mobile,Ads,9.6,20,6,A,0.576,True
1270,35,Female,India,Mobile,Ads,7.97,15,2,A,0.415,False
1271,19,Female,India,Mobile,Email,12.26,28,2,A,0.523,True
1272,29,Female,UK,Desktop,Organic,13.9,34,2,B,0.627,True
1273,35,Male,Germany,Other,Ads,10.8,23,3,B,0.571,False
1274,35,Male,Germany,Mobile,Organic,12.62,29,1,B,0.559,True
1275,55,Female,India,Mobile,Ads,12.56,29,1,B,0.559,False
1276,51,Male,USA,Mobile,Organic,12.24,19,4,B,0.595,False
1277,28,Female,USA,Desktop,Organic,10.7,18,4,A,0.517,False
1278,48,Male,India,Desktop,Ads,10.13,19,3,B,0.544,True
1279,54,Female,India,Mobile,Organic,11.41,19,4,A,0.529,True
1280,30,Female,India,Mobile,Email,12.57,30,1,A,0.506,False
1281,30,Male,USA,Mobile,Email,10.97,17,1,B,0.483,False
1282,19,Female,Australia,Mobile,Email,13.43,31,3,A,0.579,False
1283,34,Female,Canada,Desktop,Organic,12.77,29,2,A,0.533,True
1284,34,Male,India,Mobile,Ads,12.7,29,2,B,0.59,False
1285,61,Female,India,Mobile,Ads,14.15,23,0,A,0.457,True
1286,44,Female,India,Mobile,Ads,14.87,35,4,B,0.702,False
1287,34,Female,India,Mobile,Email,9.48,18,1,A,0.415,True
1288,20,Male,Canada,Mobile,Organic,12.53,25,1,A,0.48,True
1289,55,Male,Germany,Desktop,Organic,11.77,19,6,B,0.651,True
1290,56,Female,Canada,Mobile,Organic,13.18,21,3,B,0.585,True
1291,53,Male,USA,Desktop,Ads,8.77,20,1,B,0.476,True
1292,25,Female,Australia,Desktop,Ads,15.72,28,0,B,0.555,False
1293,35,Female,Australia,Other,Ads,11.25,23,3,B,0.575,False
1294,51,Female,India,Mobile,Ads,12.36,22,1,A,0.464,True
1295,48,Male,Canada,Desktop,Organic,10.58,17,5,B,0.599,False
1296,55,Male,Australia,Desktop,Social,10.39,20,1,A,0.434,False
1297,39,Male,USA,Desktop,Email,10.53,22,2,B,0.533,True
1298,59,Female,Germany,Desktop,Social,10.51,18,1,B,0.483,True
1299,25,Male,India,Mobile,Email,11.39,17,2,B,0.517,False
1300,50,Female,India,Mobile,Social,9.87,24,0,A,0.419,False
1301,45,Female,India,Desktop,Email,10.82,17,1,A,0.423,False
1302,28,Male,USA,Other,Email,14.22,29,2,B,0.605,True
1303,54,Female,Australia,Desktop,Organic,6.7,10,2,B,0.435,True
1304,20,Female,USA,Desktop,Organic,14.22,32,0,B,0.56,False
1305,42,Female,USA,Desktop,Social,12.54,21,4,B,0.608,True
1306,48,Female,India,Mobile,Ads,8.73,19,3,A,0.472,False
1307,38,Male,India,Mobile,Organic,12.15,26,1,A,0.481,False
1308,44,Female,Australia,Desktop,Email,15.99,35,1,A,0.565,True
1309,18,Male,Germany,Desktop,Organic,14.22,34,4,B,0.69,True
1310,31,Female,USA,Mobile,Organic,9.49,23,4,B,0.588,True
1311,42,Female,USA,Desktop,Email,13.88,26,6,B,0.707,True
1312,57,Female,India,Desktop,Ads,9.7,21,5,A,0.552,True
1313,18,Female,India,Desktop,Ads,16.1,39,1,A,0.586,False
1314,38,Male,India,Mobile,Ads,9.87,18,1,A,0.419,False
1315,20,Female,India,Mobile,Email,17.29,31,2,B,0.646,False
1316,25,Female,Germany,Mobile,Ads,18.85,37,2,A,0.633,True
1317,33,Male,Canada,Mobile,Email,9.11,21,5,A,0.546,False
1318,40,Female,Canada,Mobile,Organic,11.48,23,2,A,0.49,True
1319,39,Male,Germany,Desktop,Social,9.48,21,2,A,0.46,True
1320,29,Female,UK,Mobile,Email,13.25,31,4,A,0.608,True
1321,18,Male,UK,Mobile,Organic,13.52,28,2,B,0.593,False
1322,61,Male,Australia,Mobile,Organic,12.04,26,2,B,0.568,False
1323,62,Female,India,Mobile,Email,13.84,31,1,B,0.581,True
1324,42,Female,USA,Desktop,Ads,12.23,20,1,A,0.452,True
1325,24,Male,Germany,Mobile,Ads,14.93,33,1,B,0.602,False
1326,20,Male,UK,Desktop,Organic,12.89,24,3,A,0.539,False
1327,29,Female,Australia,Other,Email,15.91,30,5,A,0.659,True
1328,60,Female,India,Mobile,Ads,10.82,22,0,B,0.476,False
1329,61,Male,Germany,Desktop,Organic,9.53,18,2,A,0.445,False
1330,34,Female,India,Other,Social,12.84,32,3,B,0.636,True
1331,62,Female,India,Mobile,Organic,11.11,18,4,A,0.521,False
1332,50,Male,USA,Mobile,Ads,10.17,23,2,B,0.535,False
1333,46,Male,USA,Mobile,Organic,8.57,16,0,A,0.366,False
1334,30,Female,UK,Mobile,Ads,10.28,23,2,A,0.478,True
1335,20,Male,India,Mobile,Ads,12.36,29,3,A,0.559,False
1336,34,Male,India,Mobile,Ads,13.53,29,4,A,0.6,False
1337,26,Female,India,Mobile,Organic,16.16,31,2,B,0.635,False
1338,47,Male,UK,Desktop,Ads,11.82,18,3,A,0.498,True
1339,25,Female,USA,Mobile,Organic,18.43,45,2,A,0.669,True
1340,32,Female,India,Mobile,Organic,10.7,27,1,A,0.472,False
1341,62,Female,UK,Mobile,Organic,10.35,19,0,A,0.399,False
1342,22,Male,UK,Desktop,Ads,14.5,31,2,B,0.618,False
1343,23,Male,Canada,Desktop,Organic,12.87,21,3,A,0.524,False
1344,27,Female,Canada,Mobile,Organic,12.29,22,3,B,0.581,True
1345,28,Male,USA,Desktop,Email,10.39,21,1,A,0.439,True
1346,46,Male,India,Mobile,Organic,9.63,20,5,B,0.604,False
1347,48,Male,India,Mobile,Email,10.77,16,0,B,0.446,True
1348,52,Male,India,Mobile,Ads,11.99,26,4,A,0.57,False
1349,20,Female,USA,Desktop,Organic,14.32,30,4,B,0.671,True
1350,31,Male,India,Mobile,Ads,10.5,18,4,A,0.515,False
1351,44,Male,India,Other,Organic,10.18,16,1,A,0.412,False
1352,20,Male,Germany,Mobile,Organic,11.2,20,3,B,0.56,True
1353,41,Male,USA,Mobile,Organic,6.92,15,3,A,0.434,False
1354,29,Male,Germany,Mobile,Ads,13.61,20,4,B,0.614,False
1355,59,Female,India,Mobile,Email,10.81,27,1,A,0.473,False
1356,37,Male,Australia,Mobile,Organic,11.99,21,1,A,0.455,False
1357,26,Female,USA,Desktop,Organic,12.28,29,7,B,0.736,True
1358,24,Female,India,Mobile,Social,11.72,24,2,B,0.555,True
1359,27,Female,India,Mobile,Ads,14.62,23,2,A,0.521,True
1360,43,Male,India,Mobile,Email,10.29,19,2,A,0.458,False
1361,45,Female,India,Other,Ads,12.84,30,3,B,0.626,True
1362,29,Female,USA,Mobile,Organic,15.71,29,5,A,0.652,True
1363,39,Male,India,Mobile,Ads,4.46,8,2,B,0.403,False
1364,45,Male,USA,Desktop,Organic,13.22,25,2,B,0.575,True
1365,36,Female,USA,Desktop,Email,11.11,18,1,A,0.431,False
1366,21,Male,Australia,Mobile,Ads,15.21,29,1,A,0.527,True
1367,63,Female,India,Mobile,Ads,9.95,16,1,B,0.467,False
1368,21,Male,USA,Other,Organic,13.38,31,5,A,0.639,False
1369,51,Female,USA,Desktop,Ads,11.34,17,0,B,0.456,False
1370,48,Female,USA,Desktop,Organic,12.92,20,1,B,0.517,False
1371,62,Male,USA,Desktop,Social,15.03,26,1,B,0.568,True
1372,27,Female,USA,Mobile,Organic,13.91,34,3,B,0.657,True
1373,25,Female,Australia,Mobile,Organic,10.51,22,3,B,0.563,False
1374,34,Female,Australia,Mobile,Organic,8.28,13,1,A,0.378,False
1375,45,Male,India,Mobile,Email,11.72,26,0,B,0.505,True
1376,43,Male,India,Mobile,Organic,9.7,24,2,B,0.535,False
1377,19,Female,USA,Desktop,Organic,13.83,34,1,B,0.596,True
1378,39,Male,India,Mobile,Organic,9.82,19,4,B,0.571,False
1379,62,Male,India,Mobile,Ads,8.42,17,1,A,0.399,False
1380,59,Male,Germany,Mobile,Email,8.99,18,0,A,0.38,False
1381,38,Male,Canada,Mobile,Ads,11.72,22,1,A,0.457,False
1382,18,Male,UK,Desktop,Organic,14.65,24,1,A,0.496,True
1383,39,Female,India,Mobile,Ads,14.56,25,2,A,0.531,False
1384,59,Female,Australia,Desktop,Email,11.42,27,2,B,0.567,True
1385,28,Female,UK,Mobile,Email,18.46,43,2,A,0.66,False
1386,46,Female,Germany,Mobile,Email,8.48,18,1,B,0.463,False
1387,36,Female,India,Mobile,Ads,11.75,21,2,B,0.541,False
1388,30,Female,India,Mobile,Ads,11.59,20,0,A,0.416,False
1389,19,Male,UK,Desktop,Organic,15.86,29,3,A,0.594,False
1390,61,Female,Germany,Mobile,Organic,14.19,30,1,A,0.522,False
1391,49,Male,USA,Other,Social,9.44,17,2,B,0.497,True
1392,22,Female,India,Desktop,Email,16.6,33,2,B,0.649,True
1393,48,Male,USA,Desktop,Organic,8.35,18,3,B,0.522,False
1394,48,Male,USA,Desktop,Ads,6.07,10,1,B,0.399,True
1395,50,Male,USA,Desktop,Ads,12.09,21,3,B,0.574,False
1396,64,Male,Australia,Desktop,Organic,10.82,18,1,B,0.486,False
1397,33,Female,USA,Mobile,Ads,13.63,28,2,B,0.594,False
1398,27,Male,India,Desktop,Organic,15.46,30,1,B,0.593,True
1399,57,Male,USA,Desktop,Organic,9.93,19,2,B,0.512,False
1400,19,Male,USA,Desktop,Email,13.47,28,0,B,0.533,False
1401,22,Female,India,Mobile,Ads,13.48,21,2,A,0.5,False
1402,36,Female,India,Mobile,Organic,11.38,18,9,A,0.674,True
1403,52,Male,India,Desktop,Ads,8.37,18,5,A,0.524,False
1404,47,Female,India,Mobile,Ads,8.11,16,3,A,0.451,True
1405,21,Male,USA,Desktop,Organic,12.74,20,2,A,0.487,False
1406,63,Male,USA,Mobile,Organic,8.59,20,3,A,0.476,False
1407,46,Male,UK,Mobile,Email,6.89,13,1,B,0.422,True
1408,47,Female,India,Mobile,Organic,10.32,19,3,A,0.488,False
1409,28,Female,UK,Mobile,Organic,14.14,24,0,A,0.461,False
1410,33,Female,India,Mobile,Ads,12.72,20,0,B,0.485,True
1411,62,Male,India,Mobile,Social,11.44,19,2,B,0.527,True
1412,24,Female,India,Desktop,Social,13.65,27,1,A,0.501,True
1413,26,Female,Australia,Mobile,Ads,14.42,34,2,B,0.632,True
1414,43,Female,UK,Mobile,Organic,11.74,28,2,B,0.575,False
1415,63,Female,India,Mobile,Ads,8.03,14,2,A,0.41,True
1416,26,Female,Australia,Mobile,Organic,11.87,26,2,A,0.509,False
1417,33,Female,India,Other,Email,14.05,23,2,A,0.516,False
1418,59,Female,UK,Other,Email,11.66,29,5,A,0.612,False
1419,23,Male,India,Desktop,Organic,16.26,26,0,B,0.551,True
1420,48,Male,Australia,Mobile,Organic,8.72,16,0,B,0.425,True
1421,31,Male,Canada,Mobile,Organic,10.58,16,1,A,0.416,True
1422,25,Male,India,Mobile,Ads,11.42,19,1,A,0.439,True
1423,48,Female,India,Other,Ads,12.19,23,5,B,0.645,False
1424,22,Female,UK,Desktop,Organic,12.81,32,2,A,0.548,True
1425,34,Female,USA,Mobile,Social,8.9,15,2,A,0.424,True
1426,46,Female,Germany,Desktop,Organic,9.0,23,1,B,0.493,False
1427,30,Female,Germany,Desktop,Organic,9.57,16,0,B,0.434,False
1428,61,Female,USA,Mobile,Social,11.1,17,3,B,0.544,True
