user_id,age,gender,country,device,session_duration,pages_viewed,previous_orders,traffic_source,experiment_group,session_norm,pages_norm,orders_norm,purchase_prob
2663,25,Female,India,Desktop,9.19,5,2,Organic,B,0.5412275263484191,0.2,0.2222222222222222,0.3860232830474616
2664,51,Female,Brazil,Desktop,5.07,2,1,Organic,B,0.2858028518288903,0.05,0.1111111111111111,0.258549459254667
2665,47,Female,USA,Desktop,1.0,1,5,Organic,B,0.033477991320520775,0.0,0.5555555555555556,0.3511400427085486
2666,23,Male,India,Desktop,4.07,3,2,Organic,B,0.2238065716057037,0.1,0.2222222222222222,0.2975390920989185
2667,57,Male,India,Mobile,10.73,1,0,Email,A,0.6367017978921264,0.0,0.0,0.2273403595784253
2668,60,Female,UK,Tablet,4.66,4,2,Organic,A,0.2603843769373838,0.15,0.2222222222222222,0.26735465316525453
2669,63,Female,India,Mobile,1.91,1,2,Organic,B,0.08989460632362059,0.0,0.2222222222222222,0.24575669904250186
2670,20,Female,USA,Mobile,4.26,6,3,Email,A,0.23558586484810912,0.25,0.3333333333333333,0.3262838396362885
2671,41,Female,India,Mobile,2.35,4,2,Email,B,0.1171729696218227,0.15,0.2222222222222222,0.2887123717021423
2672,45,Male,USA,Mobile,1.59,2,1,Ads,A,0.07005579665220088,0.05,0.1111111111111111,0.16540004821932908
2673,41,Male,India,Desktop,2.92,3,1,Email,B,0.15251084934903905,0.1,0.1111111111111111,0.2443910587586967
2674,29,Male,India,Other,5.39,3,2,Organic,A,0.30564166150030997,0.1,0.2222222222222222,0.26390611007783976
2675,52,Female,UK,Mobile,4.98,3,1,Ads,A,0.2802231866088035,0.1,0.1111111111111111,0.2199335262106496
2676,53,Male,India,Mobile,2.44,2,4,Email,A,0.12275263484190949,0.05,0.4444444444444444,0.29260608252393744
2677,36,Female,USA,Mobile,2.09,5,1,Organic,A,0.10105393676379418,0.2,0.1111111111111111,0.20909967624164774
2678,54,Male,India,Mobile,5.82,2,1,Ads,A,0.33230006199628026,0.05,0.1111111111111111,0.21784890128814496
2679,56,Female,USA,Mobile,5.1,5,2,Ads,A,0.28766274023558586,0.2,0.2222222222222222,0.28531032582489496
2680,35,Female,India,Mobile,2.27,1,1,Organic,B,0.11221326720396778,0.0,0.1111111111111111,0.21133154232968243
2681,20,Female,USA,Mobile,1.94,3,3,Organic,A,0.09175449473031619,0.1,0.3333333333333333,0.2600175656127299
2682,26,Female,USA,Mobile,2.86,3,2,Organic,B,0.14879107253564786,0.1,0.2222222222222222,0.28253599228490733
2683,63,Female,India,Mobile,1.9,2,3,Ads,A,0.08927464352138872,0.05,0.3333333333333333,0.24702159537094442
2684,55,Female,UK,Mobile,5.88,5,7,Email,A,0.33601983880967146,0.2,0.7777777777777778,0.4894261899841565
2685,39,Female,USA,Mobile,2.42,3,4,Organic,B,0.12151270923744575,0.1,0.4444444444444444,0.3548580974030447
2686,38,Female,India,Mobile,6.57,5,6,Organic,B,0.3787972721636702,0.2,0.6666666666666666,0.5090927877660674
2687,32,Female,USA,Desktop,1.65,3,3,Organic,B,0.07377557346559206,0.1,0.3333333333333333,0.30642178135978504
2688,28,Male,USA,Mobile,1.61,4,0,Email,B,0.07129572225666461,0.15,0.0,0.20175914445133292
2689,44,Female,UK,Other,2.82,4,2,Organic,A,0.1463112213267204,0.15,0.2222222222222222,0.24454002204312186
2690,51,Female,India,Mobile,2.95,2,2,Email,B,0.15437073775573468,0.05,0.2222222222222222,0.27115192532892474
2691,47,Male,India,Mobile,2.69,1,3,Email,A,0.13825170489770613,0.0,0.3333333333333333,0.2443170076462079
2692,53,Female,India,Desktop,1.81,2,1,Ads,B,0.08369497830130193,0.05,0.1111111111111111,0.21812788454914928
2693,23,Male,UK,Mobile,2.44,3,3,Organic,A,0.12275263484190949,0.1,0.3333333333333333,0.26621719363504853
2694,29,Female,USA,Mobile,2.12,3,2,Social,B,0.10291382517048979,0.1,0.2222222222222222,0.2733605428118757
2695,31,Female,Brazil,Desktop,1.19,5,3,Social,A,0.04525728456292623,0.2,0.3333333333333333,0.2757181235792519
2696,53,Female,India,Mobile,2.08,2,2,Organic,A,0.10043397396156233,0.05,0.2222222222222222,0.21036457257009022
2697,39,Female,India,Mobile,2.33,4,2,Organic,A,0.11593304401735897,0.15,0.2222222222222222,0.23846438658124958
2698,32,Female,India,Mobile,1.28,5,4,Organic,B,0.05083694978301303,0.2,0.4444444444444444,0.36572294551215817
2699,49,Female,India,Mobile,4.24,5,2,Email,B,0.2343459392436454,0.2,0.2222222222222222,0.32464696562650686
2700,60,Male,India,Mobile,6.33,2,2,Ads,A,0.3639181649101054,0.05,0.2222222222222222,0.2630614107597989
2701,47,Male,India,Desktop,2.77,3,2,Organic,B,0.1432114073155611,0.1,0.2222222222222222,0.28142005924089
2702,40,Female,USA,Other,1.38,4,2,Organic,B,0.05703657780533168,0.15,0.2222222222222222,0.2766850933388441
2703,33,Female,India,Mobile,2.43,9,6,Organic,A,0.12213267203967763,0.4,0.6666666666666666,0.45775986774126887
2704,56,Male,USA,Desktop,2.53,2,2,Social,A,0.12833230006199628,0.05,0.2222222222222222,0.21594423779017702
2705,29,Female,India,Tablet,3.03,3,2,Organic,B,0.15933044017358958,0.1,0.2222222222222222,0.2846438658124957
2706,37,Male,Brazil,Mobile,6.71,4,1,Organic,A,0.38747675139491633,0.15,0.1111111111111111,0.25388423916787217
2707,63,Male,USA,Mobile,1.59,3,2,Email,B,0.07005579665220088,0.1,0.2222222222222222,0.26678893710821794
2708,50,Male,India,Desktop,3.19,2,1,Organic,B,0.16924984500929946,0.05,0.1111111111111111,0.23523885789074883
2709,31,Female,USA,Other,4.07,2,2,Organic,B,0.2238065716057037,0.05,0.2222222222222222,0.28503909209891853
2710,48,Female,India,Tablet,3.97,1,3,Ads,B,0.21760694358338503,0.0,0.3333333333333333,0.31018805538334365
2711,54,Male,Brazil,Desktop,4.74,3,1,Ads,A,0.26534407935523874,0.1,0.1111111111111111,0.21695770475993664
2712,47,Female,India,Desktop,2.72,3,1,Ads,A,0.14011159330440176,0.1,0.1111111111111111,0.19191120754976926
2713,43,Female,USA,Mobile,2.69,2,2,Ads,A,0.13825170489770613,0.05,0.2222222222222222,0.217928118757319
2714,54,Female,USA,Tablet,2.98,3,5,Social,A,0.15623062616243028,0.1,0.5555555555555556,0.3506905696769305
2715,35,Female,India,Mobile,2.72,4,1,Organic,B,0.14011159330440176,0.15,0.1111111111111111,0.25441120754976926
2716,52,Female,India,Desktop,1.85,10,3,Ads,B,0.0861748295102294,0.45,0.3333333333333333,0.3964016325687125
2717,27,Male,USA,Mobile,3.02,3,3,Organic,B,0.15871047737135774,0.1,0.3333333333333333,0.3234087621409382
2718,35,Female,India,Desktop,3.51,4,0,Email,A,0.18908865468071917,0.15,0.0,0.17531773093614386
2719,18,Male,India,Desktop,2.07,3,4,Organic,A,0.09981401115933043,0.1,0.4444444444444444,0.30051835778742164
2720,62,Male,Brazil,Mobile,3.45,3,6,Organic,A,0.18536887786732797,0.1,0.6666666666666666,0.3954071089067989
2721,20,Male,India,Mobile,1.88,2,6,Organic,B,0.08803471791692498,0.05,0.6666666666666666,0.4134402769167183
2722,62,Female,India,Mobile,2.3,5,2,Email,A,0.11407315561066336,0.2,0.2222222222222222,0.25059240889991047
2723,51,Female,UK,Other,2.51,6,1,Email,A,0.12709237445753255,0.25,0.1111111111111111,0.2268073637803954
2724,59,Female,USA,Tablet,4.65,2,2,Organic,A,0.25976441413515194,0.05,0.2222222222222222,0.2422306606048082
2725,23,Male,India,Desktop,3.18,2,0,Organic,A,0.1686298822070676,0.05,0.0,0.14622597644141355
2726,43,Female,India,Mobile,4.1,5,0,Organic,B,0.22566646001239926,0.2,0.0,0.24513329200247985
2727,39,Male,India,Mobile,3.07,3,0,Organic,B,0.16181029138251704,0.1,0.0,0.2073620582765034
2728,37,Female,USA,Other,3.49,5,3,Organic,A,0.18784872907625544,0.2,0.3333333333333333,0.30423641248191774
2729,46,Male,UK,Mobile,2.4,4,0,Email,A,0.12027278363298202,0.15,0.0,0.1615545567265964
2730,57,Male,USA,Tablet,2.75,3,1,Organic,A,0.14197148171109736,0.1,0.1111111111111111,0.19228318523110838
2731,44,Female,India,Desktop,4.51,3,1,Email,B,0.25108493490390577,0.1,0.1111111111111111,0.26410587586967005
2732,40,Female,USA,Tablet,1.28,12,2,Organic,B,0.05083694978301303,0.55,0.2222222222222222,0.37544516773438036
2733,19,Male,USA,Desktop,2.73,3,3,Ads,B,0.1407315561066336,0.1,0.3333333333333333,0.31981297788799334
2734,28,Female,India,Mobile,2.98,1,3,Organic,B,0.15623062616243028,0.0,0.3333333333333333,0.2979127918991527
2735,34,Male,UK,Mobile,3.52,5,3,Social,B,0.18970861748295104,0.2,0.3333333333333333,0.35460839016325685
2736,61,Female,USA,Tablet,2.99,4,6,Ads,A,0.15685058896466214,0.15,0.6666666666666666,0.40220345112626577
2737,54,Male,USA,Other,2.84,4,2,Organic,A,0.14755114693118412,0.15,0.2222222222222222,0.2447880071640146
2738,55,Male,Brazil,Desktop,1.63,1,4,Ads,A,0.07253564786112833,0.0,0.4444444444444444,0.2700626851277812
2739,36,Male,India,Desktop,2.09,5,2,Organic,A,0.10105393676379418,0.2,0.2222222222222222,0.24798856513053663
2740,49,Female,UK,Desktop,5.15,3,1,Organic,B,0.29076255424674524,0.1,0.1111111111111111,0.27204139973823793
2741,35,Male,India,Mobile,6.19,2,1,Email,B,0.3552386856788593,0.05,0.1111111111111111,0.2724366260246608
2742,53,Female,USA,Tablet,3.87,2,3,Ads,A,0.21140731556106634,0.05,0.3333333333333333,0.27144812977887994
2743,28,Female,India,Desktop,1.84,4,2,Organic,A,0.08555486670799753,0.15,0.2222222222222222,0.2323887511193773
2744,41,Male,India,Desktop,4.21,3,0,Organic,B,0.2324860508369498,0.1,0.0,0.22149721016739
2745,31,Female,India,Mobile,3.87,2,2,Email,A,0.21140731556106634,0.05,0.2222222222222222,0.23255924088999108
2746,28,Female,India,Mobile,1.87,3,2,Organic,B,0.08741475511469313,0.1,0.2222222222222222,0.2702607288007164
2747,56,Female,India,Mobile,2.71,2,1,Email,A,0.13949163050216987,0.05,0.1111111111111111,0.17928721498932287
2748,47,Female,India,Other,13.72,3,3,Organic,B,0.8220706757594545,0.1,0.3333333333333333,0.4560808018185576
2749,19,Male,India,Other,3.67,4,1,Organic,B,0.19900805951642903,0.15,0.1111111111111111,0.2661905007921747
2750,52,Male,India,Mobile,2.44,3,1,Ads,B,0.12275263484190949,0.1,0.1111111111111111,0.2384394158572708
2751,46,Female,India,Mobile,1.7,2,1,Organic,A,0.0768753874767514,0.05,0.1111111111111111,0.16676396638423918
2752,35,Female,USA,Mobile,2.89,1,2,Ads,B,0.15065096094234348,0.0,0.2222222222222222,0.2579079699662465
2753,52,Male,India,Mobile,3.91,1,4,Ads,B,0.21388716676999384,0.0,0.4444444444444444,0.3483329889095543
2754,44,Female,Brazil,Mobile,10.02,2,2,Ads,A,0.592684438933664,0.05,0.2222222222222222,0.3088146655645106
2755,22,Female,UK,Mobile,4.13,13,0,Email,B,0.22752634841909486,0.6,0.0,0.34550526968381895
2756,22,Male,USA,Mobile,3.3,3,3,Organic,B,0.17606943583384996,0.1,0.3333333333333333,0.3268805538334366
2757,40,Female,India,Desktop,4.75,3,1,Social,A,0.26596404215747055,0.1,0.1111111111111111,0.21708169732038302
2758,39,Female,Germany,Other,1.13,2,3,Social,A,0.041537507749535026,0.05,0.3333333333333333,0.23747416821657366
2759,45,Male,Brazil,Tablet,1.4,2,0,Social,A,0.05827650340979541,0.05,0.0,0.12415530068195908
2760,42,Female,India,Mobile,2.74,3,3,Organic,B,0.1413515189088655,0.1,0.3333333333333333,0.3199369704484398
2761,21,Male,UK,Mobile,3.14,1,1,Social,B,0.16615003099814013,0.0,0.1111111111111111,0.22211889508851695
2762,63,Female,India,Mobile,0.81,2,0,Organic,A,0.021698698078115315,0.05,0.0,0.11683973961562306
2763,50,Male,India,Mobile,7.88,4,2,Ads,B,0.46001239925604465,0.15,0.2222222222222222,0.3572802576289867
2764,44,Female,USA,Desktop,1.82,1,6,Email,A,0.0843149411035338,0.0,0.6666666666666666,0.35019632155404007
2765,40,Male,India,Desktop,1.4,1,0,Ads,A,0.05827650340979541,0.0,0.0,0.11165530068195909
2766,55,Female,India,Desktop,3.7,2,1,Ads,A,0.20086794792312465,0.05,0.1111111111111111,0.19156247847351385
2767,21,Female,USA,Mobile,8.32,2,1,Organic,A,0.4872907625542468,0.05,0.1111111111111111,0.24884704139973826
2768,54,Female,USA,Mobile,0.99,1,2,Social,B,0.03285802851828891,0.0,0.2222222222222222,0.23434938348143552
2769,46,Female,USA,Desktop,3.82,3,2,Ads,B,0.20830750154990701,0.1,0.2222222222222222,0.29443927808775916
2770,18,Male,USA,Mobile,0.96,3,2,Organic,A,0.030998140111593304,0.1,0.2222222222222222,0.20897740580009644
2771,59,Female,USA,Mobile,3.02,3,1,Ads,B,0.15871047737135774,0.1,0.1111111111111111,0.24563098436316044
2772,20,Female,India,Desktop,0.83,1,0,Ads,B,0.022938623682579044,0.0,0.0,0.15458772473651583
2773,21,Female,USA,Mobile,1.7,4,1,Social,B,0.0768753874767514,0.15,0.1111111111111111,0.2417639663842392
2774,35,Female,India,Mobile,3.04,1,2,Organic,A,0.15995040297582147,0.0,0.2222222222222222,0.2097678583729421
2775,63,Male,USA,Desktop,4.5,3,0,Organic,A,0.2504649721016739,0.1,0.0,0.1750929944203348
2776,24,Female,UK,Mobile,4.19,4,0,Organic,B,0.23124612523248608,0.15,0.0,0.23374922504649726
2777,18,Male,USA,Other,4.17,5,2,Social,B,0.23000619962802232,0.2,0.2222222222222222,0.32377901770338224
2778,46,Male,USA,Mobile,2.41,3,2,Ads,B,0.1208927464352139,0.1,0.2222222222222222,0.27695632706482054
2779,30,Male,India,Other,2.27,3,1,Ads,B,0.11221326720396778,0.1,0.1111111111111111,0.23633154232968245
2780,43,Female,India,Tablet,3.36,2,3,Organic,A,0.17978921264724118,0.05,0.3333333333333333,0.2651245091961149
2781,41,Male,India,Desktop,2.41,5,2,Ads,A,0.1208927464352139,0.2,0.2222222222222222,0.2519563270648206
2782,45,Female,Germany,Mobile,2.78,4,5,Ads,A,0.14383137011779293,0.15,0.5555555555555556,0.36071071846800307
2783,23,Male,USA,Desktop,2.8,4,1,Organic,A,0.14507129572225666,0.15,0.1111111111111111,0.20540314803334023
2784,26,Male,USA,Mobile,4.56,3,1,Email,A,0.2541847489150651,0.1,0.1111111111111111,0.21472583867190193
2785,54,Female,USA,Desktop,2.57,2,2,Organic,B,0.13081215127092374,0.05,0.2222222222222222,0.2664402080319625
2786,44,Female,India,Desktop,3.23,4,4,Organic,B,0.17172969621822692,0.15,0.4444444444444444,0.37740149479920093
2787,54,Female,India,Mobile,2.59,2,1,Social,B,0.13205207687538748,0.05,0.1111111111111111,0.22779930426396638
2788,48,Male,USA,Other,0.95,1,2,Ads,B,0.030378177309361435,0.0,0.2222222222222222,0.23385341323965003
2789,61,Female,India,Mobile,3.42,4,2,Organic,B,0.18350898946063238,0.15,0.2222222222222222,0.30197957566990424
2790,37,Male,India,Desktop,1.74,3,1,Ads,B,0.07935523868567887,0.1,0.1111111111111111,0.22975993662602467
2791,38,Female,India,Desktop,2.74,4,1,Ads,A,0.1413515189088655,0.15,0.1111111111111111,0.20465919267066202
2792,46,Male,India,Mobile,2.49,4,0,Ads,B,0.12585244885306884,0.15,0.0,0.2126704897706138
2793,41,Male,Brazil,Tablet,3.44,11,6,Ads,A,0.1847489150650961,0.5,0.6666666666666666,0.4952831163463526
2794,57,Female,India,Mobile,1.39,4,1,Organic,B,0.05765654060756355,0.15,0.1111111111111111,0.23792019701040162
2795,21,Male,Brazil,Other,5.55,3,2,Organic,B,0.3155610663360198,0.1,0.2222222222222222,0.3158899910449817
2796,30,Female,USA,Mobile,3.19,3,6,Organic,A,0.16924984500929946,0.1,0.6666666666666666,0.3921833023351932
2797,53,Female,India,Other,2.44,4,2,Organic,A,0.12275263484190949,0.15,0.2222222222222222,0.23982830474615968
2798,62,Male,India,Mobile,2.85,2,1,Email,B,0.14817110973341602,0.05,0.1111111111111111,0.23102311083557214
2799,27,Female,India,Mobile,4.8,2,6,Organic,A,0.2690638561686299,0.05,0.6666666666666666,0.3996461045670593
2800,38,Male,India,Mobile,2.8,3,4,Email,B,0.14507129572225666,0.1,0.4444444444444444,0.3595698147000069
2801,62,Female,India,Mobile,2.69,2,1,Email,B,0.13825170489770613,0.05,0.1111111111111111,0.22903922986843012
2802,33,Female,UK,Tablet,2.9,1,1,Email,A,0.15127092374457532,0.0,0.1111111111111111,0.16914307363780395
2803,64,Female,India,Mobile,4.2,3,2,Email,B,0.23186608803471795,0.1,0.2222222222222222,0.29915099538472134
2804,48,Male,India,Tablet,2.15,5,3,Organic,A,0.10477371357718537,0.2,0.3333333333333333,0.28762140938210373
2805,31,Male,UK,Tablet,2.99,3,0,Email,A,0.15685058896466214,0.1,0.0,0.15637011779293244
2806,35,Female,USA,Mobile,3.03,9,2,Organic,A,0.15933044017358958,0.4,0.2222222222222222,0.3096438658124957
2807,32,Female,India,Mobile,3.63,2,2,Email,A,0.19652820830750156,0.05,0.2222222222222222,0.22958341943927812
2808,18,Male,India,Tablet,4.47,6,1,Organic,A,0.2486050836949783,0.25,0.1111111111111111,0.25110990562788454
2809,50,Female,Brazil,Other,2.83,5,0,Ads,A,0.14693118412895229,0.2,0.0,0.17938623682579047
2810,49,Female,UK,Other,2.15,5,3,Ads,B,0.10477371357718537,0.2,0.3333333333333333,0.3376214093821037
2811,28,Male,UK,Mobile,3.82,5,2,Social,B,0.20830750154990701,0.2,0.2222222222222222,0.3194392780877592
2812,55,Female,India,Mobile,1.24,4,6,Email,A,0.04835709857408556,0.15,0.6666666666666666,0.38050475304815046
2813,33,Female,India,Mobile,1.59,3,3,Email,B,0.07005579665220088,0.1,0.3333333333333333,0.3056778259971068
2814,21,Female,Brazil,Desktop,1.64,2,1,Social,B,0.0731556106633602,0.05,0.1111111111111111,0.21602001102156093
2815,31,Female,Brazil,Other,1.9,2,3,Ads,B,0.08927464352138872,0.05,0.3333333333333333,0.2970215953709444
2816,58,Female,India,Mobile,1.36,2,3,Ads,B,0.055796652200867956,0.05,0.3333333333333333,0.29032599710684026
2817,52,Male,USA,Mobile,4.39,1,2,Email,B,0.24364538127712337,0.0,0.2222222222222222,0.27650685403320246
2818,63,Male,USA,Desktop,2.29,2,1,Ads,A,0.11345319280843151,0.05,0.1111111111111111,0.1740795274505752
2819,25,Female,Brazil,Tablet,1.15,5,0,Organic,B,0.04277743335399876,0.2,0.0,0.20855548667079976
2820,63,Female,USA,Mobile,1.49,1,4,Email,A,0.0638561686298822,0.0,0.4444444444444444,0.268326789281532
2821,56,Female,India,Mobile,3.18,2,2,Ads,B,0.1686298822070676,0.05,0.2222222222222222,0.2740037542191913
2822,51,Female,USA,Mobile,1.2,4,1,Organic,A,0.045877247365158094,0.15,0.1111111111111111,0.18556433836192052
2823,64,Female,India,Mobile,2.87,2,5,Organic,A,0.14941103533787975,0.05,0.5555555555555556,0.3368266515120204
2824,18,Male,India,Mobile,2.68,3,2,Organic,B,0.1376317420954743,0.1,0.2222222222222222,0.2803041261968726
2825,29,Female,India,Desktop,2.52,2,3,Ads,B,0.1277123372597644,0.05,0.3333333333333333,0.30470913411861955
2826,48,Female,Germany,Desktop,2.71,3,2,Email,B,0.13949163050216987,0.1,0.2222222222222222,0.28067610387821174
2827,47,Female,India,Mobile,1.57,4,3,Ads,A,0.06881587104773715,0.15,0.3333333333333333,0.2679298408762141
2828,56,Female,USA,Mobile,2.09,2,4,Ads,B,0.10105393676379418,0.05,0.4444444444444444,0.33826634290831437
2829,33,Male,Brazil,Mobile,1.44,6,1,Organic,B,0.06075635461872288,0.25,0.1111111111111111,0.26354015981263346
2830,58,Female,India,Mobile,1.85,6,1,Ads,B,0.0861748295102294,0.25,0.1111111111111111,0.26862385479093476
2831,31,Female,USA,Tablet,1.96,2,4,Organic,A,0.09299442033477992,0.05,0.4444444444444444,0.2866544396225115
2832,38,Female,India,Tablet,2.01,1,2,Social,A,0.09609423434593924,0.0,0.2222222222222222,0.1969966246469656
2833,41,Female,UK,Mobile,2.26,2,0,Social,B,0.11159330440173588,0.05,0.0,0.1848186608803472
2834,60,Female,UK,Mobile,3.12,7,0,Organic,B,0.1649101053936764,0.3,0.0,0.2579820210787353
2835,18,Male,India,Mobile,2.54,6,2,Organic,A,0.12895226286422815,0.25,0.2222222222222222,0.2660682303506234
2836,53,Male,India,Mobile,2.23,1,4,Organic,A,0.1097334159950403,0.0,0.4444444444444444,0.2775022387545636
2837,28,Male,India,Other,1.74,4,1,Organic,A,0.07935523868567887,0.15,0.1111111111111111,0.19225993662602467
2838,42,Female,UK,Tablet,1.75,3,1,Email,B,0.07997520148791074,0.1,0.1111111111111111,0.22988392918647105
2839,30,Female,India,Tablet,3.18,1,1,Organic,B,0.1686298822070676,0.0,0.1111111111111111,0.22261486533030245
2840,33,Female,USA,Other,2.29,1,1,Social,B,0.11345319280843151,0.0,0.1111111111111111,0.21157952745057518
2841,46,Female,India,Desktop,2.5,2,0,Email,B,0.12647241165530068,0.05,0.0,0.18779448233106016
2842,36,Female,UK,Mobile,5.56,3,1,Organic,A,0.3161810291382517,0.1,0.1111111111111111,0.22712509471653924
2843,59,Male,India,Tablet,1.52,2,3,Social,A,0.06571605703657782,0.05,0.3333333333333333,0.24230987807398224
2844,32,Male,UK,Desktop,1.96,1,3,Organic,A,0.09299442033477992,0.0,0.3333333333333333,0.23526555073362265
2845,36,Male,India,Desktop,5.37,4,1,Email,A,0.3044017358958463,0.15,0.1111111111111111,0.23726923606805816
2846,48,Male,India,Mobile,2.48,1,4,Organic,B,0.12523248605083695,0.0,0.4444444444444444,0.3306020527657229
2847,29,Female,India,Tablet,2.65,3,0,Organic,B,0.13577185368877867,0.1,0.0,0.20215437073775572
2848,50,Female,USA,Mobile,7.17,2,1,Organic,B,0.41599504029758216,0.05,0.1111111111111111,0.28458789694840536
2849,23,Female,UK,Desktop,9.09,2,1,Email,A,0.5350278983261004,0.05,0.1111111111111111,0.25839446855410897
2850,55,Male,India,Mobile,5.05,4,1,Email,A,0.2845629262244265,0.15,0.1111111111111111,0.23330147413377422
2851,59,Male,India,Mobile,2.18,3,2,Email,A,0.10663360198388099,0.1,0.2222222222222222,0.22410449817455397
2852,40,Male,India,Mobile,3.16,4,1,Ads,B,0.16738995660260386,0.15,0.1111111111111111,0.2598668802094097
2853,33,Male,Germany,Tablet,1.28,4,5,Ads,A,0.05083694978301303,0.15,0.5555555555555556,0.3421118344010471
2854,59,Female,India,Mobile,2.86,6,0,Organic,A,0.14879107253564786,0.25,0.0,0.19225821450712957
2855,53,Male,India,Desktop,3.16,3,4,Organic,B,0.16738995660260386,0.1,0.4444444444444444,0.3640335468760763
2856,34,Female,USA,Desktop,2.4,1,4,Ads,A,0.12027278363298202,0.0,0.4444444444444444,0.27961011228215193
2857,35,Male,India,Mobile,2.77,2,0,Ads,A,0.1432114073155611,0.05,0.0,0.14114228146311225
2858,21,Female,USA,Mobile,6.48,2,2,Organic,A,0.3732176069435834,0.05,0.2222222222222222,0.2649212991664945
2859,46,Female,India,Desktop,2.35,3,0,Ads,B,0.1171729696218227,0.1,0.0,0.19843459392436458
2860,37,Male,India,Mobile,2.95,4,3,Ads,A,0.15437073775573468,0.15,0.3333333333333333,0.28504081421781363
2861,20,Female,India,Mobile,2.94,5,1,Organic,A,0.1537507749535028,0.2,0.1111111111111111,0.21963904387958946
2862,57,Female,USA,Tablet,3.77,1,4,Organic,A,0.20520768753874769,0.0,0.4444444444444444,0.29659709306330506
2863,31,Male,USA,Desktop,2.66,2,2,Ads,A,0.13639181649101056,0.05,0.2222222222222222,0.21755614107597993
2864,45,Male,India,Mobile,2.47,3,1,Email,A,0.12461252324860511,0.1,0.1111111111111111,0.18881139353860993
2865,61,Male,India,Desktop,4.46,3,4,Ads,B,0.24798512089274646,0.1,0.4444444444444444,0.3801525797341048
2866,59,Female,India,Mobile,2.42,14,1,Email,B,0.12151270923744575,0.65,0.1111111111111111,0.375691430736378
2867,42,Female,UK,Mobile,2.21,2,0,Email,A,0.10849349039057657,0.05,0.0,0.13419869807811532
2868,19,Male,India,Mobile,3.04,2,4,Email,A,0.15995040297582147,0.05,0.4444444444444444,0.3000456361507199
2869,55,Male,USA,Tablet,2.67,3,2,Social,A,0.1370117792932424,0.1,0.2222222222222222,0.23018013363642625
2870,31,Female,India,Desktop,2.58,1,0,Organic,B,0.13143211407315564,0.0,0.0,0.17628642281463114
2871,23,Male,USA,Mobile,4.02,4,3,Social,A,0.2207067575945443,0.15,0.3333333333333333,0.2983080181855755
2872,41,Male,India,Desktop,1.98,4,2,Social,A,0.09423434593924365,0.15,0.2222222222222222,0.23412464696562652
2873,53,Female,India,Mobile,1.75,4,2,Social,B,0.07997520148791074,0.15,0.2222222222222222,0.2812728180753599
2874,34,Female,USA,Mobile,3.45,4,2,Email,B,0.18536887786732797,0.15,0.2222222222222222,0.30235155335124336
2875,45,Female,USA,Tablet,3.77,15,1,Ads,A,0.20520768753874769,0.7,0.1111111111111111,0.3549304263966384
2876,63,Female,India,Other,2.88,6,1,Organic,B,0.1500309981401116,0.25,0.1111111111111111,0.2813950885169112
2877,52,Female,India,Mobile,1.57,4,1,Social,B,0.06881587104773715,0.15,0.1111111111111111,0.24015206309843634
2878,19,Male,UK,Mobile,8.41,2,2,Organic,A,0.4928704277743336,0.05,0.2222222222222222,0.2888518633326445
2879,56,Female,India,Other,3.42,5,6,Social,A,0.18350898946063238,0.2,0.6666666666666666,0.42003513122545977
2880,38,Male,India,Tablet,3.36,3,0,Organic,B,0.17978921264724118,0.1,0.0,0.21095784252944827
2881,58,Female,India,Mobile,1.53,3,4,Ads,A,0.06633601983880968,0.1,0.4444444444444444,0.2938227595233175
2882,20,Female,India,Mobile,2.2,1,1,Ads,B,0.10787352758834472,0.0,0.1111111111111111,0.21046359440655782
2883,24,Male,UK,Mobile,3.53,2,1,Organic,B,0.1903285802851829,0.05,0.1111111111111111,0.23945460494592552
2884,18,Female,India,Tablet,3.69,3,4,Social,A,0.20024798512089276,0.1,0.4444444444444444,0.3206051525797341
2885,63,Male,UK,Mobile,2.13,2,0,Organic,B,0.10353378797272164,0.05,0.0,0.18320675759454436
2886,52,Male,India,Other,7.05,4,4,Ads,B,0.4085554866707998,0.15,0.4444444444444444,0.4247666528897155
2887,52,Female,India,Mobile,3.49,6,3,Organic,B,0.18784872907625544,0.25,0.3333333333333333,0.36673641248191774
2888,33,Male,USA,Tablet,2.02,3,0,Organic,B,0.09671419714817112,0.1,0.0,0.1943428394296342
2889,18,Male,India,Mobile,1.93,3,0,Email,A,0.09113453192808432,0.1,0.0,0.14322690638561686
2890,19,Male,India,Mobile,1.82,3,1,Email,B,0.0843149411035338,0.1,0.1111111111111111,0.23075187710959566
2891,19,Female,India,Desktop,1.61,2,1,Ads,B,0.07129572225666461,0.05,0.1111111111111111,0.2156480333402218
2892,20,Male,India,Mobile,2.67,2,3,Social,A,0.1370117792932424,0.05,0.3333333333333333,0.25656902252531516
2893,59,Female,USA,Mobile,3.16,4,4,Organic,A,0.16738995660260386,0.15,0.4444444444444444,0.32653354687607633
2894,52,Female,UK,Mobile,5.89,5,0,Organic,A,0.33663980161190327,0.2,0.0,0.21732796032238066
2895,49,Male,USA,Mobile,3.95,3,4,Organic,B,0.2163670179789213,0.1,0.4444444444444444,0.3738289591513398
2896,33,Female,USA,Other,4.91,5,4,Ads,B,0.27588344699318046,0.2,0.4444444444444444,0.41073224495419164
