user_id,age,gender,country,device,session_duration,pages_viewed,previous_orders,traffic_source,experiment_group
2335,44,Male,India,Mobile,2.69,3,1,Organic,B
2336,25,Male,USA,Mobile,5.53,4,2,Email,B
2337,30,Male,USA,Desktop,2.19,2,2,Social,A
2338,54,Male,USA,Desktop,2.64,5,1,Social,A
2339,30,Male,Brazil,Mobile,3.29,2,0,Organic,B
2340,26,Female,India,Mobile,4.32,1,3,Ads,B
2341,53,Female,UK,Mobile,3.9,3,3,Ads,B
2342,46,Female,India,Tablet,4.38,10,1,Social,A
2343,39,Male,India,Mobile,1.4,5,0,Email,B
2344,27,Male,India,Desktop,2.9,2,3,Organic,B
2345,58,Female,UK,Tablet,2.54,3,3,Email,B
2346,58,Male,India,Mobile,2.06,2,4,Email,A
2347,64,Male,USA,Desktop,2.02,10,1,Organic,A
2348,55,Male,USA,Desktop,5.0,2,1,Email,B
2349,56,Female,India,Mobile,1.61,3,1,Social,A
2350,30,Male,India,Desktop,0.99,2,1,Ads,B
2351,53,Female,India,Desktop,1.92,8,4,Email,A
2352,50,Female,USA,Desktop,1.42,4,3,Ads,B
2353,58,Male,Brazil,Desktop,4.07,5,1,Organic,B
2354,52,Male,India,Mobile,2.52,3,0,Organic,A
2355,38,Male,USA,Other,3.92,3,2,Organic,A
2356,20,Female,UK,Mobile,1.91,4,3,Organic,B
2357,21,Male,Brazil,Tablet,1.73,4,1,Ads,B
2358,58,Female,USA,Desktop,5.21,3,3,Organic,B
2359,27,Male,India,Mobile,2.99,4,3,Email,A
2360,35,Female,USA,Other,2.63,7,2,Organic,B
2361,20,Female,USA,Mobile,2.31,5,0,Ads,A
2362,19,Male,India,Mobile,1.66,1,1,Ads,B
2363,42,Female,India,Desktop,2.18,6,1,Organic,A
2364,22,Male,India,Desktop,3.16,3,3,Ads,B
2365,53,Female,UK,Mobile,6.0,2,1,Ads,B
2366,34,Male,Brazil,Mobile,3.32,2,0,Email,B
2367,38,Male,USA,Desktop,1.23,2,3,Ads,A
2368,29,Male,India,Desktop,2.97,3,4,Organic,B
2369,48,Male,India,Tablet,3.33,2,1,Social,B
2370,28,Female,India,Desktop,5.65,5,1,Organic,A
2371,35,Male,India,Mobile,3.8,4,4,Organic,B
2372,27,Male,India,Mobile,2.26,1,4,Email,A
2373,51,Female,India,Desktop,2.86,3,2,Organic,B
2374,55,Male,India,Other,2.05,7,4,Organic,B
2375,59,Female,India,Mobile,2.91,8,5,Organic,B
2376,27,Female,India,Mobile,11.01,3,1,Ads,A
2377,23,Male,Germany,Tablet,3.65,4,4,Ads,B
2378,34,Female,India,Mobile,0.88,3,2,Organic,B
2379,24,Male,USA,Mobile,2.67,3,0,Organic,A
2380,30,Male,India,Desktop,5.05,2,0,Social,A
2381,61,Female,USA,Mobile,3.71,1,2,Social,B
2382,44,Female,India,Mobile,3.32,3,2,Ads,B
2383,20,Male,India,Mobile,3.62,4,2,Ads,B
2384,63,Male,India,Mobile,2.49,4,1,Social,A
2385,22,Female,USA,Mobile,2.7,4,2,Organic,A
2386,25,Male,India,Desktop,2.42,4,1,Ads,A
2387,45,Female,USA,Desktop,2.63,1,1,Email,B
2388,28,Female,USA,Tablet,2.38,2,1,Organic,A
2389,20,Male,India,Mobile,3.21,3,0,Social,A
2390,41,Male,Brazil,Mobile,5.65,2,1,Ads,A
2391,26,Female,India,Mobile,1.28,5,1,Organic,A
2392,32,Female,India,Mobile,3.03,1,3,Email,B
2393,46,Female,India,Desktop,3.56,2,1,Organic,A
2394,37,Male,India,Other,3.59,5,3,Social,A
2395,51,Female,India,Other,1.79,2,3,Organic,A
2396,29,Male,India,Mobile,2.11,3,2,Email,A
2397,58,Female,India,Mobile,4.42,5,1,Organic,A
2398,44,Male,India,Tablet,3.0,3,3,Organic,A
2399,59,Male,India,Desktop,2.56,4,1,Ads,A
2400,63,Female,India,Mobile,2.26,2,4,Social,A
2401,41,Female,Brazil,Mobile,3.47,3,2,Organic,A
2402,31,Female,Germany,Mobile,2.58,2,3,Organic,B
2403,53,Female,India,Mobile,4.47,4,0,Social,B
2404,18,Male,UK,Tablet,1.74,4,2,Ads,A
2405,24,Female,India,Desktop,2.34,2,1,Email,A
2406,25,Female,USA,Mobile,5.17,4,0,Organic,A
2407,46,Female,India,Mobile,2.79,4,2,Ads,B
2408,39,Female,Brazil,Mobile,1.35,4,1,Email,A
2409,62,Male,USA,Other,6.29,3,0,Organic,B
2410,29,Male,USA,Mobile,3.11,1,2,Email,B
2411,44,Female,Germany,Mobile,3.8,5,2,Organic,B
2412,46,Male,India,Tablet,1.84,2,2,Organic,A
2413,24,Female,India,Desktop,2.08,3,2,Ads,A
2414,43,Male,India,Mobile,2.37,3,0,Ads,A
2415,47,Male,India,Mobile,1.8,2,4,Organic,B
2416,35,Female,USA,Desktop,2.22,3,2,Organic,A
2417,28,Male,USA,Tablet,1.64,7,0,Social,A
2418,55,Female,India,Desktop,1.07,1,4,Organic,B
2419,27,Female,USA,Tablet,1.37,5,1,Ads,B
2420,44,Male,Germany,Desktop,1.76,3,2,Organic,B
2421,49,Female,India,Other,2.17,2,3,Ads,A
2422,39,Male,India,Other,2.15,3,1,Email,A
2423,30,Female,USA,Tablet,3.17,5,0,Ads,B
2424,55,Female,India,Desktop,5.64,2,0,Organic,A
2425,62,Male,USA,Mobile,2.27,3,1,Organic,A
2426,58,Male,Germany,Desktop,1.95,3,1,Social,B
2427,31,Female,India,Desktop,5.0,6,5,Email,A
2428,29,Female,India,Tablet,2.73,2,1,Organic,A
2429,44,Female,USA,Other,2.63,1,2,Organic,A
2430,40,Female,USA,Other,4.19,3,0,Ads,B
2431,19,Male,USA,Mobile,1.77,2,1,Ads,B
2432,56,Female,USA,Mobile,2.06,1,1,Email,B
2433,33,Male,UK,Desktop,2.59,2,2,Ads,B
2434,40,Female,India,Tablet,6.03,2,3,Organic,B
2435,44,Female,USA,Mobile,1.02,3,3,Social,A
2436,24,Female,India,Mobile,2.9,3,3,Ads,B
2437,33,Female,USA,Desktop,1.81,3,2,Organic,B
2438,56,Female,UK,Mobile,1.22,1,1,Organic,B
2439,28,Female,Germany,Mobile,1.94,4,2,Organic,B
2440,31,Female,USA,Mobile,2.71,2,0,Ads,A
2441,24,Male,India,Mobile,2.76,2,4,Email,A
2442,42,Female,USA,Mobile,1.99,4,2,Organic,A
2443,28,Female,India,Desktop,3.6,2,1,Organic,B
2444,62,Male,USA,Mobile,1.13,1,2,Email,A
2445,50,Male,UK,Mobile,2.1,2,2,Email,B
2446,49,Female,Brazil,Mobile,4.07,3,4,Organic,A
2447,58,Female,India,Desktop,3.68,3,0,Email,B
2448,37,Female,USA,Desktop,7.96,2,2,Social,B
2449,21,Male,Brazil,Mobile,3.95,2,2,Email,B
2450,54,Female,USA,Tablet,1.38,5,4,Organic,A
2451,50,Male,Germany,Tablet,4.48,4,2,Organic,A
2452,61,Female,India,Other,2.16,1,0,Organic,A
2453,39,Male,USA,Mobile,5.81,2,1,Ads,B
2454,53,Female,India,Desktop,5.11,4,1,Organic,A
2455,18,Female,India,Mobile,1.32,4,0,Social,B
2456,59,Male,India,Mobile,3.12,2,3,Organic,A
2457,24,Female,India,Tablet,2.39,3,0,Organic,A
2458,25,Male,India,Desktop,2.32,4,0,Ads,B
2459,25,Male,UK,Mobile,6.58,2,3,Organic,A
2460,43,Female,India,Tablet,2.89,1,3,Organic,A
2461,41,Female,India,Tablet,4.35,3,3,Email,A
2462,44,Female,USA,Other,3.76,4,1,Organic,B
2463,37,Female,India,Mobile,2.44,3,0,Ads,A
2464,57,Female,USA,Mobile,3.04,4,3,Email,B
2465,20,Female,India,Other,1.21,1,1,Organic,B
2466,24,Female,India,Mobile,2.15,3,3,Ads,B
2467,28,Female,USA,Desktop,2.58,5,2,Organic,A
2468,48,Female,Brazil,Other,2.54,5,4,Social,B
2469,56,Female,UK,Mobile,2.49,3,1,Organic,B
2470,55,Female,India,Mobile,1.96,10,1,Email,A
2471,35,Female,USA,Mobile,2.43,2,1,Email,A
2472,36,Male,USA,Mobile,1.3,2,2,Organic,B
2473,40,Male,USA,Mobile,7.17,1,1,Email,B
2474,60,Male,India,Other,1.41,3,2,Organic,A
2475,43,Male,India,Mobile,2.27,4,1,Organic,A
2476,25,Male,India,Desktop,3.68,2,1,Social,A
2477,32,Female,India,Mobile,5.19,4,0,Ads,B
2478,45,Male,UK,Mobile,5.26,1,1,Organic,A
2479,63,Female,USA,Mobile,2.98,3,0,Organic,A
2480,30,Female,India,Mobile,1.7,2,2,Organic,A
2481,57,Male,UK,Mobile,5.4,3,0,Organic,B
2482,20,Female,UK,Desktop,2.54,1,4,Email,A
2483,40,Male,India,Mobile,1.37,3,3,Organic,B
2484,29,Male,India,Mobile,2.68,2,0,Email,B
2485,39,Female,India,Tablet,2.31,4,1,Email,B
2486,52,Female,India,Mobile,1.82,4,0,Organic,A
2487,20,Male,USA,Desktop,2.98,3,0,Email,B
2488,60,Female,India,Mobile,0.95,3,2,Ads,B
2489,50,Female,UK,Other,1.27,3,1,Email,B
2490,44,Female,Brazil,Mobile,2.81,1,4,Organic,A
2491,43,Female,India,Desktop,1.99,3,2,Email,A
2492,21,Female,USA,Mobile,2.53,11,3,Organic,B
2493,27,Female,India,Mobile,6.18,2,2,Organic,B
2494,61,Female,India,Mobile,2.84,4,1,Organic,B
2495,47,Female,Germany,Mobile,1.26,2,3,Organic,A
2496,47,Female,India,Other,4.12,2,0,Ads,A
2497,60,Male,USA,Mobile,2.45,3,0,Email,B
2498,45,Male,USA,Mobile,5.57,9,1,Ads,A
2499,32,Female,USA,Mobile,2.95,9,2,Organic,A
2500,54,Male,Brazil,Mobile,3.81,1,3,Ads,B
2501,36,Male,UK,Mobile,4.02,8,1,Organic,B
2502,40,Female,Germany,Mobile,2.29,3,3,Organic,A
2503,34,Female,USA,Other,1.32,3,1,Organic,A
2504,21,Female,India,Other,5.9,5,2,Ads,B
2505,36,Female,India,Mobile,3.92,2,3,Organic,B
2506,18,Female,Brazil,Mobile,3.38,10,0,Social,A
2507,53,Female,India,Desktop,1.92,3,1,Email,B
2508,60,Male,India,Mobile,1.58,3,3,Organic,A
2509,64,Male,India,Desktop,2.36,2,3,Organic,A
2510,60,Male,USA,Mobile,4.9,4,0,Organic,B
2511,38,Female,USA,Mobile,4.23,2,1,Email,A
2512,24,Male,India,Mobile,1.09,3,2,Organic,B
2513,43,Female,Germany,Desktop,4.04,2,5,Social,A
2514,37,Female,USA,Tablet,1.46,4,4,Organic,A
2515,19,Female,India,Mobile,2.6,4,1,Email,B
2516,42,Male,Brazil,Other,2.37,2,1,Organic,A
2517,63,Male,USA,Other,11.49,3,2,Organic,B
2518,23,Female,India,Mobile,1.2,1,2,Organic,B
2519,47,Male,India,Mobile,1.67,3,1,Organic,B
2520,54,Male,India,Desktop,0.93,3,1,Ads,A
2521,50,Male,USA,Mobile,3.52,1,1,Email,A
2522,54,Male,Brazil,Tablet,6.62,4,1,Organic,B
2523,45,Female,India,Tablet,4.65,5,2,Ads,B
2524,47,Male,USA,Mobile,1.13,1,0,Ads,A
2525,62,Male,India,Mobile,2.96,4,4,Email,B
2526,27,Female,Germany,Mobile,4.55,2,3,Organic,B
2527,32,Male,Brazil,Desktop,2.32,3,1,Organic,A
2528,36,Female,USA,Desktop,1.49,4,2,Email,B
2529,29,Male,India,Desktop,4.29,11,1,Organic,B
2530,52,Female,USA,Desktop,3.21,1,1,Organic,A
2531,48,Female,India,Mobile,5.47,1,2,Email,B
2532,29,Female,USA,Desktop,4.06,2,0,Ads,A
2533,57,Female,India,Mobile,14.06,7,1,Ads,A
2534,29,Female,USA,Mobile,4.44,2,1,Organic,B
2535,39,Female,UK,Desktop,2.39,1,2,Organic,B
2536,43,Male,India,Mobile,1.33,3,0,Organic,B
2537,63,Male,Germany,Desktop,1.94,1,1,Ads,B
2538,24,Female,India,Mobile,2.64,4,1,Email,A
2539,60,Female,USA,Desktop,3.31,4,3,Organic,A
2540,20,Male,India,Tablet,4.68,3,1,Organic,B
2541,53,Male,India,Other,1.15,5,3,Organic,B
2542,58,Female,USA,Mobile,5.83,1,4,Organic,A
2543,61,Female,India,Desktop,2.1,5,2,Organic,B
2544,49,Female,India,Mobile,1.75,2,0,Ads,B
2545,64,Female,India,Mobile,6.85,3,4,Organic,B
2546,24,Female,India,Desktop,1.33,8,0,Organic,B
2547,64,Female,India,Mobile,1.46,2,2,Organic,A
2548,59,Female,USA,Mobile,1.75,5,3,Ads,B
2549,33,Female,Brazil,Mobile,2.41,1,4,Organic,A
2550,53,Male,Brazil,Desktop,5.25,1,2,Email,B
2551,60,Male,India,Other,4.89,4,2,Social,B
2552,40,Female,USA,Mobile,5.05,2,2,Organic,A
2553,30,Male,USA,Mobile,2.65,3,2,Email,B
2554,62,Male,India,Mobile,2.56,2,1,Organic,A
2555,25,Female,Germany,Desktop,3.08,3,3,Social,B
2556,53,Male,USA,Desktop,3.38,4,3,Organic,B
2557,39,Male,India,Mobile,2.97,4,3,Ads,B
2558,48,Male,Brazil,Mobile,4.03,2,2,Organic,B
2559,55,Male,India,Mobile,3.47,2,1,Organic,B
2560,64,Female,India,Mobile,2.98,2,0,Organic,B
2561,31,Male,USA,Other,2.04,3,3,Email,A
2562,22,Male,USA,Desktop,4.38,3,1,Organic,A
2563,48,Male,USA,Tablet,2.08,5,3,Ads,B
2564,26,Female,India,Mobile,2.89,5,4,Organic,A
2565,25,Male,India,Mobile,1.74,5,1,Email,A
2566,29,Female,India,Mobile,1.82,3,3,Ads,A
2567,22,Male,India,Mobile,1.19,3,4,Email,A
2568,49,Male,UK,Mobile,1.87,1,2,Organic,A
2569,51,Male,India,Mobile,2.51,3,1,Email,B
2570,43,Female,India,Mobile,2.28,2,3,Organic,A
2571,29,Female,Germany,Tablet,4.5,3,0,Ads,B
2572,50,Female,India,Mobile,2.1,3,3,Organic,A
2573,26,Male,India,Mobile,3.11,2,1,Ads,A
2574,18,Male,India,Mobile,3.05,6,1,Ads,B
2575,32,Male,India,Mobile,2.44,2,2,Social,B
2576,51,Male,India,Desktop,2.38,4,3,Email,B
2577,52,Female,USA,Tablet,3.26,3,0,Ads,A
2578,44,Male,India,Mobile,1.56,4,1,Organic,A
2579,25,Female,India,Mobile,4.14,5,4,Organic,B
2580,23,Male,India,Mobile,2.0,2,1,Ads,B
2581,39,Male,India,Tablet,3.39,1,3,Ads,B
2582,58,Female,USA,Mobile,2.68,5,1,Ads,A
2583,61,Female,India,Desktop,5.5,4,1,Ads,B
2584,57,Female,India,Desktop,3.11,2,2,Social,A
2585,53,Male,India,Desktop,6.23,3,5,Email,A
2586,64,Female,USA,Mobile,3.07,5,3,Organic,B
2587,30,Male,India,Mobile,3.43,4,2,Ads,A
2588,28,Female,USA,Mobile,1.69,2,0,Ads,B
2589,30,Female,Brazil,Tablet,3.67,1,4,Email,A
2590,62,Female,USA,Tablet,4.06,5,2,Email,B
2591,24,Female,USA,Mobile,1.57,2,4,Organic,B
2592,62,Female,India,Other,1.46,10,2,Ads,A
2593,48,Female,USA,Mobile,7.16,4,1,Ads,B
2594,21,Female,India,Tablet,2.96,4,1,Organic,B
2595,53,Male,USA,Tablet,3.26,3,3,Organic,B
2596,24,Female,India,Tablet,5.13,1,3,Social,B
2597,55,Male,USA,Desktop,2.66,4,0,Organic,A
2598,50,Female,USA,Mobile,1.82,2,1,Email,B
2599,28,Female,USA,Tablet,2.16,2,1,Email,B
2600,45,Female,USA,Desktop,4.27,3,2,Organic,A
2601,33,Female,USA,Other,1.31,2,3,Email,B
2602,62,Female,Germany,Tablet,2.74,2,1,Organic,B
2603,41,Female,USA,Mobile,2.13,3,1,Ads,B
2604,42,Male,India,Mobile,3.54,2,4,Organic,B
2605,43,Female,India,Mobile,3.98,4,3,Ads,B
2606,39,Male,USA,Tablet,5.27,2,4,Social,B
2607,33,Male,India,Desktop,2.91,2,1,Ads,B
2608,61,Male,India,Other,3.8,5,0,Ads,A
2609,36,Female,India,Tablet,1.53,2,3,Email,B
2610,28,Male,India,Other,1.86,4,4,Organic,A
2611,63,Female,India,Desktop,5.23,2,1,Organic,B
2612,18,Female,India,Mobile,1.61,1,2,Email,B
2613,48,Female,UK,Mobile,8.58,4,3,Organic,B
2614,52,Male,USA,Mobile,2.15,2,3,Organic,B
2615,31,Female,Brazil,Desktop,2.77,1,1,Email,A
2616,62,Male,India,Mobile,3.46,4,1,Organic,A
2617,27,Male,India,Other,1.69,2,1,Ads,A
2618,20,Female,UK,Mobile,3.42,2,3,Organic,B
2619,45,Female,USA,Mobile,4.5,5,5,Ads,B
2620,27,Female,USA,Mobile,2.04,3,4,Organic,A
2621,59,Male,USA,Mobile,1.87,4,2,Organic,B
2622,43,Male,UK,Other,4.81,3,5,Ads,B
2623,39,Male,USA,Mobile,1.68,2,2,Organic,A
2624,48,Male,India,Desktop,1.93,1,1,Ads,B
2625,49,Male,USA,Desktop,4.46,3,2,Email,A
2626,53,Female,USA,Desktop,3.93,1,3,Organic,B
2627,24,Female,India,Mobile,4.83,4,1,Organic,A
2628,25,Female,India,Mobile,1.63,2,2,Social,A
2629,64,Male,USA,Mobile,1.65,9,2,Organic,B
2630,46,Male,Germany,Mobile,3.24,2,1,Ads,A
2631,25,Male,India,Desktop,3.54,2,2,Email,A
2632,23,Male,USA,Tablet,2.99,5,3,Email,B
2633,42,Female,India,Mobile,4.67,4,1,Organic,A
2634,59,Female,USA,Mobile,2.72,4,1,Social,B
2635,54,Female,USA,Mobile,2.89,2,0,Ads,A
2636,45,Female,Brazil,Mobile,5.11,3,1,Email,A
2637,49,Male,Brazil,Tablet,1.79,4,4,Organic,B
2638,52,Male,India,Mobile,3.17,4,3,Organic,B
2639,30,Female,India,Desktop,3.26,5,1,Organic,A
2640,28,Female,USA,Mobile,1.98,1,4,Social,B
2641,24,Male,USA,Mobile,2.74,1,2,Ads,B
2642,64,Male,USA,Mobile,2.68,4,1,Ads,B
2643,27,Female,India,Mobile,1.99,14,2,Ads,A
2644,44,Male,USA,Mobile,1.42,2,4,Organic,A
2645,23,Female,Brazil,Tablet,1.78,2,2,Organic,A
2646,24,Female,India,Mobile,2.73,2,2,Ads,B
2647,61,Female,India,Mobile,2.15,4,3,Social,B
2648,35,Female,UK,Desktop,1.36,2,2,Ads,B
2649,30,Male,India,Mobile,6.28,1,1,Ads,B
2650,30,Female,India,Mobile,2.81,2,1,Ads,A
2651,31,Female,Brazil,Mobile,2.63,6,5,Social,B
2652,33,Female,USA,Desktop,1.3,2,0,Organic,B
2653,35,Female,India,Desktop,4.48,1,4,Email,B
2654,61,Female,India,Desktop,5.93,4,2,Organic,B
2655,47,Female,USA,Mobile,3.21,3,0,Ads,B
2656,30,Female,Germany,Other,2.29,2,3,Organic,A
2657,55,Male,India,Desktop,2.66,2,0,Organic,A
2658,40,Female,UK,Mobile,2.29,5,1,Email,A
2659,36,Female,India,Tablet,2.03,2,4,Social,A
2660,25,Male,UK,Mobile,2.34,3,1,Organic,A
2661,34,Female,USA,Tablet,3.53,3,0,Organic,B
2662,53,Female,Germany,Mobile,3.27,2,1,Organic,A
2663,25,Female,India,Desktop,9.19,5,2,Organic,B
2664,51,Female,Brazil,Desktop,5.07,2,1,Organic,B
2665,47,Female,USA,Desktop,1.0,1,5,Organic,B
2666,23,Male,India,Desktop,4.07,3,2,Organic,B
2667,57,Male,India,Mobile,10.73,1,0,Email,A
2668,60,Female,UK,Tablet,4.66,4,2,Organic,A
2669,63,Female,India,Mobile,1.91,1,2,Organic,B
2670,20,Female,USA,Mobile,4.26,6,3,Email,A
2671,41,Female,India,Mobile,2.35,4,2,Email,B
2672,45,Male,USA,Mobile,1.59,2,1,Ads,A
2673,41,Male,India,Desktop,2.92,3,1,Email,B
2674,29,Male,India,Other,5.39,3,2,Organic,A
2675,52,Female,UK,Mobile,4.98,3,1,Ads,A
2676,53,Male,India,Mobile,2.44,2,4,Email,A
2677,36,Female,USA,Mobile,2.09,5,1,Organic,A
2678,54,Male,India,Mobile,5.82,2,1,Ads,A
2679,56,Female,USA,Mobile,5.1,5,2,Ads,A
2680,35,Female,India,Mobile,2.27,1,1,Organic,B
2681,20,Female,USA,Mobile,1.94,3,3,Organic,A
2682,26,Female,USA,Mobile,2.86,3,2,Organic,B
2683,63,Female,India,Mobile,1.9,2,3,Ads,A
2684,55,Female,UK,Mobile,5.88,5,7,Email,A
2685,39,Female,USA,Mobile,2.42,3,4,Organic,B
2686,38,Female,India,Mobile,6.57,5,6,Organic,B
2687,32,Female,USA,Desktop,1.65,3,3,Organic,B
2688,28,Male,USA,Mobile,1.61,4,0,Email,B
2689,44,Female,UK,Other,2.82,4,2,Organic,A
2690,51,Female,India,Mobile,2.95,2,2,Email,B
2691,47,Male,India,Mobile,2.69,1,3,Email,A
2692,53,Female,India,Desktop,1.81,2,1,Ads,B
2693,23,Male,UK,Mobile,2.44,3,3,Organic,A
2694,29,Female,USA,Mobile,2.12,3,2,Social,B
2695,31,Female,Brazil,Desktop,1.19,5,3,Social,A
2696,53,Female,India,Mobile,2.08,2,2,Organic,A
2697,39,Female,India,Mobile,2.33,4,2,Organic,A
2698,32,Female,India,Mobile,1.28,5,4,Organic,B
2699,49,Female,India,Mobile,4.24,5,2,Email,B
2700,60,Male,India,Mobile,6.33,2,2,Ads,A
2701,47,Male,India,Desktop,2.77,3,2,Organic,B
2702,40,Female,USA,Other,1.38,4,2,Organic,B
2703,33,Female,India,Mobile,2.43,9,6,Organic,A
2704,56,Male,USA,Desktop,2.53,2,2,Social,A
2705,29,Female,India,Tablet,3.03,3,2,Organic,B
2706,37,Male,Brazil,Mobile,6.71,4,1,Organic,A
2707,63,Male,USA,Mobile,1.59,3,2,Email,B
2708,50,Male,India,Desktop,3.19,2,1,Organic,B
2709,31,Female,USA,Other,4.07,2,2,Organic,B
2710,48,Female,India,Tablet,3.97,1,3,Ads,B
2711,54,Male,Brazil,Desktop,4.74,3,1,Ads,A
2712,47,Female,India,Desktop,2.72,3,1,Ads,A
2713,43,Female,USA,Mobile,2.69,2,2,Ads,A
2714,54,Female,USA,Tablet,2.98,3,5,Social,A
2715,35,Female,India,Mobile,2.72,4,1,Organic,B
2716,52,Female,India,Desktop,1.85,10,3,Ads,B
2717,27,Male,USA,Mobile,3.02,3,3,Organic,B
2718,35,Female,India,Desktop,3.51,4,0,Email,A
2719,18,Male,India,Desktop,2.07,3,4,Organic,A
2720,62,Male,Brazil,Mobile,3.45,3,6,Organic,A
2721,20,Male,India,Mobile,1.88,2,6,Organic,B
2722,62,Female,India,Mobile,2.3,5,2,Email,A
2723,51,Female,UK,Other,2.51,6,1,Email,A
2724,59,Female,USA,Tablet,4.65,2,2,Organic,A
2725,23,Male,India,Desktop,3.18,2,0,Organic,A
2726,43,Female,India,Mobile,4.1,5,0,Organic,B
2727,39,Male,India,Mobile,3.07,3,0,Organic,B
2728,37,Female,USA,Other,3.49,5,3,Organic,A
2729,46,Male,UK,Mobile,2.4,4,0,Email,A
2730,57,Male,USA,Tablet,2.75,3,1,Organic,A
2731,44,Female,India,Desktop,4.51,3,1,Email,B
2732,40,Female,USA,Tablet,1.28,12,2,Organic,B
2733,19,Male,USA,Desktop,2.73,3,3,Ads,B
2734,28,Female,India,Mobile,2.98,1,3,Organic,B
2735,34,Male,UK,Mobile,3.52,5,3,Social,B
2736,61,Female,USA,Tablet,2.99,4,6,Ads,A
2737,54,Male,USA,Other,2.84,4,2,Organic,A
2738,55,Male,Brazil,Desktop,1.63,1,4,Ads,A
2739,36,Male,India,Desktop,2.09,5,2,Organic,A
2740,49,Female,UK,Desktop,5.15,3,1,Organic,B
2741,35,Male,India,Mobile,6.19,2,1,Email,B
2742,53,Female,USA,Tablet,3.87,2,3,Ads,A
2743,28,Female,India,Desktop,1.84,4,2,Organic,A
2744,41,Male,India,Desktop,4.21,3,0,Organic,B
2745,31,Female,India,Mobile,3.87,2,2,Email,A
2746,28,Female,India,Mobile,1.87,3,2,Organic,B
2747,56,Female,India,Mobile,2.71,2,1,Email,A
2748,47,Female,India,Other,13.72,3,3,Organic,B
2749,19,Male,India,Other,3.67,4,1,Organic,B
2750,52,Male,India,Mobile,2.44,3,1,Ads,B
2751,46,Female,India,Mobile,1.7,2,1,Organic,A
2752,35,Female,USA,Mobile,2.89,1,2,Ads,B
2753,52,Male,India,Mobile,3.91,1,4,Ads,B
2754,44,Female,Brazil,Mobile,10.02,2,2,Ads,A
2755,22,Female,UK,Mobile,4.13,13,0,Email,B
2756,22,Male,USA,Mobile,3.3,3,3,Organic,B
2757,40,Female,India,Desktop,4.75,3,1,Social,A
2758,39,Female,Germany,Other,1.13,2,3,Social,A
2759,45,Male,Brazil,Tablet,1.4,2,0,Social,A
2760,42,Female,India,Mobile,2.74,3,3,Organic,B
2761,21,Male,UK,Mobile,3.14,1,1,Social,B
2762,63,Female,India,Mobile,0.81,2,0,Organic,A
2763,50,Male,India,Mobile,7.88,4,2,Ads,B
2764,44,Female,USA,Desktop,1.82,1,6,Email,A
2765,40,Male,India,Desktop,1.4,1,0,Ads,A
2766,55,Female,India,Desktop,3.7,2,1,Ads,A
2767,21,Female,USA,Mobile,8.32,2,1,Organic,A
2768,54,Female,USA,Mobile,0.99,1,2,Social,B
2769,46,Female,USA,Desktop,3.82,3,2,Ads,B
2770,18,Male,USA,Mobile,0.96,3,2,Organic,A
2771,59,Female,USA,Mobile,3.02,3,1,Ads,B
2772,20,Female,India,Desktop,0.83,1,0,Ads,B
2773,21,Female,USA,Mobile,1.7,4,1,Social,B
2774,35,Female,India,Mobile,3.04,1,2,Organic,A
2775,63,Male,USA,Desktop,4.5,3,0,Organic,A
2776,24,Female,UK,Mobile,4.19,4,0,Organic,B
2777,18,Male,USA,Other,4.17,5,2,Social,B
2778,46,Male,USA,Mobile,2.41,3,2,Ads,B
2779,30,Male,India,Other,2.27,3,1,Ads,B
2780,43,Female,India,Tablet,3.36,2,3,Organic,A
2781,41,Male,India,Desktop,2.41,5,2,Ads,A
2782,45,Female,Germany,Mobile,2.78,4,5,Ads,A
2783,23,Male,USA,Desktop,2.8,4,1,Organic,A
2784,26,Male,USA,Mobile,4.56,3,1,Email,A
2785,54,Female,USA,Desktop,2.57,2,2,Organic,B
2786,44,Female,India,Desktop,3.23,4,4,Organic,B
2787,54,Female,India,Mobile,2.59,2,1,Social,B
2788,48,Male,USA,Other,0.95,1,2,Ads,B
2789,61,Female,India,Mobile,3.42,4,2,Organic,B
2790,37,Male,India,Desktop,1.74,3,1,Ads,B
2791,38,Female,India,Desktop,2.74,4,1,Ads,A
2792,46,Male,India,Mobile,2.49,4,0,Ads,B
2793,41,Male,Brazil,Tablet,3.44,11,6,Ads,A
2794,57,Female,India,Mobile,1.39,4,1,Organic,B
2795,21,Male,Brazil,Other,5.55,3,2,Organic,B
2796,30,Female,USA,Mobile,3.19,3,6,Organic,A
2797,53,Female,India,Other,2.44,4,2,Organic,A
2798,62,Male,India,Mobile,2.85,2,1,Email,B
2799,27,Female,India,Mobile,4.8,2,6,Organic,A
2800,38,Male,India,Mobile,2.8,3,4,Email,B
2801,62,Female,India,Mobile,2.69,2,1,Email,B
2802,33,Female,UK,Tablet,2.9,1,1,Email,A
2803,64,Female,India,Mobile,4.2,3,2,Email,B
2804,48,Male,India,Tablet,2.15,5,3,Organic,A
2805,31,Male,UK,Tablet,2.99,3,0,Email,A
2806,35,Female,USA,Mobile,3.03,9,2,Organic,A
2807,32,Female,India,Mobile,3.63,2,2,Email,A
2808,18,Male,India,Tablet,4.47,6,1,Organic,A
2809,50,Female,Brazil,Other,2.83,5,0,Ads,A
2810,49,Female,UK,Other,2.15,5,3,Ads,B
2811,28,Male,UK,Mobile,3.82,5,2,Social,B
2812,55,Female,India,Mobile,1.24,4,6,Email,A
